tag,value,step
accuracy,0.14285713070942765,0
loss,1.9470171233018239,0
accuracy_N,0.0,0
accuracy_R,0.999999404762259,0
accuracy_AFIB,0.0,0
accuracy_L,0.0,0
accuracy_AV,0.0,0
accuracy_AR,0.0,0
accuracy_PVC,0.0,0
train_loss,1.8789450679675186,1
train_loss,1.8023575786316746,2
train_loss,1.7189423624831843,3
accuracy,0.2644557598251905,3
loss,1.844480276107788,3
accuracy_N,0.5238092120183262,3
accuracy_R,0.0,3
accuracy_AFIB,0.5416663442462236,3
accuracy_L,0.5892853635206169,3
accuracy_AV,0.1369046804138807,3
accuracy_AR,0.05952377409299161,3
accuracy_PVC,0.0,3
train_loss,1.515375792390049,4
train_loss,1.2866060648224136,5
train_loss,1.0949163248043248,6
accuracy,0.2857142614188553,6
loss,2.367912987867991,6
accuracy_N,0.005952377409299161,6
accuracy_R,0.0,6
accuracy_AFIB,0.47619019274393287,6
accuracy_L,0.36904739937654796,6
accuracy_AV,0.04761901927439329,6
accuracy_AR,0.9285708758506691,6
accuracy_PVC,0.17261894486967566,6
train_loss,0.9878925362435901,7
train_loss,0.9440237159776216,8
train_loss,0.8769109027810615,9
accuracy,0.5552720616265254,9
loss,1.5371692776679993,9
accuracy_N,0.6130948731578136,9
accuracy_R,0.7916661954367884,9
accuracy_AFIB,0.4285711734695396,9
accuracy_L,0.6011901183392152,9
accuracy_AV,0.6309520053857111,9
accuracy_AR,0.29761887046495805,9
accuracy_PVC,0.5238092120183262,9
train_loss,0.8609788524042262,10
train_loss,0.8158376752445016,11
train_loss,0.7924035412840319,12
accuracy,0.7304421147583235,12
loss,0.9074416061242423,12
accuracy_N,0.8809518565762758,12
accuracy_R,0.7142852891158993,12
accuracy_AFIB,0.7797614406181901,12
accuracy_L,0.5476187216555228,12
accuracy_AV,0.9166661210320708,12
accuracy_AR,0.5654758538834203,12
accuracy_PVC,0.7083329117066002,12
train_loss,0.7778178158372934,13
train_loss,0.7559980453536068,14
train_loss,0.7358404057155744,15
accuracy,0.7278910945670838,15
loss,0.9260246008634567,15
accuracy_N,0.8273804598925834,15
accuracy_R,0.7976185728460876,15
accuracy_AFIB,0.7440471761623951,15
accuracy_L,0.5714282312927195,15
accuracy_AV,0.7559519309809934,15
accuracy_AR,0.702380534297301,15
accuracy_PVC,0.6964281568880019,15
train_loss,0.723236742881265,16
train_loss,0.7052989323245423,17
accuracy,0.14625849096441404,17
loss,8.64093279838562,17
accuracy_N,0.041666641865094126,17
accuracy_R,0.011904754818598323,17
accuracy_AFIB,0.005952377409299161,17
accuracy_L,0.0,17
accuracy_AV,0.011904754818598323,17
accuracy_AR,0.017857132227897483,17
accuracy_PVC,0.9345232532599683,17
train_loss,0.6652643690900044,18
train_loss,0.6387686155515141,19
accuracy,0.7542516365432282,19
loss,0.8540308276812235,19
accuracy_N,0.6964281568880019,19
accuracy_R,0.7797614406181901,19
accuracy_AFIB,0.7559519309809934,19
accuracy_L,0.6964281568880019,19
accuracy_AV,0.8988089888041733,19
accuracy_AR,0.8452375921204809,19
accuracy_PVC,0.6071424957485144,19
train_loss,0.6319930234757979,20
train_loss,0.616703788390254,21
accuracy,0.7772108182643862,21
loss,0.8076815207799275,21
accuracy_N,0.7380947987530959,21
accuracy_R,0.7916661954367884,21
accuracy_AFIB,0.8035709502553867,21
accuracy_L,0.6964281568880019,21
accuracy_AV,0.8869042339855749,21
accuracy_AR,0.8452375921204809,21
accuracy_PVC,0.6785710246601043,21
train_loss,0.6254481223255104,22
train_loss,0.626515399258916,23
accuracy,0.7780611583281328,23
loss,0.7979370032747586,23
accuracy_N,0.7797614406181901,23
accuracy_R,0.7797614406181901,23
accuracy_AFIB,0.7976185728460876,23
accuracy_L,0.666666269841506,23
accuracy_AV,0.9285708758506691,23
accuracy_AR,0.8095233276646859,23
accuracy_PVC,0.6845234020694035,23
train_loss,0.6065164890029645,24
train_loss,0.6114239552528549,25
accuracy,0.7602040169894544,25
loss,0.8171845426162084,25
accuracy_N,0.702380534297301,25
accuracy_R,0.7797614406181901,25
accuracy_AFIB,0.7499995535716942,25
accuracy_L,0.6785710246601043,25
accuracy_AV,0.9107137436227717,25
accuracy_AR,0.8333328373018826,25
accuracy_PVC,0.666666269841506,25
train_loss,0.6039055944374294,26
train_loss,0.5970225685303755,27
accuracy,0.767006737499427,27
loss,0.8205910623073578,27
accuracy_N,0.7440471761623951,27
accuracy_R,0.7440471761623951,27
accuracy_AFIB,0.7797614406181901,27
accuracy_L,0.7380947987530959,27
accuracy_AV,0.8630947243483783,27
accuracy_AR,0.7976185728460876,27
accuracy_PVC,0.702380534297301,27
train_loss,0.5953950293288374,28
train_loss,0.5893863767090409,29
accuracy,0.7040815727821792,29
loss,1.039801259835561,29
accuracy_N,0.7440471761623951,29
accuracy_R,0.7857138180274893,29
accuracy_AFIB,0.46428543792533455,29
accuracy_L,0.7559519309809934,29
accuracy_AV,0.8452375921204809,29
accuracy_AR,0.7380947987530959,29
accuracy_PVC,0.5952377409299161,29
train_loss,0.5885752294913376,30
accuracy,0.7891155791568385,30
loss,0.803638423482577,30
accuracy_N,0.7916661954367884,30
accuracy_R,0.7797614406181901,30
accuracy_AFIB,0.7976185728460876,30
accuracy_L,0.7083329117066002,30
accuracy_AV,0.9285708758506691,30
accuracy_AR,0.8273804598925834,30
accuracy_PVC,0.6904757794787026,30
train_loss,0.5830986321267512,31
accuracy,0.7772108182643862,31
loss,0.8060506929953892,31
accuracy_N,0.7202376665251985,31
accuracy_R,0.773809063208891,31
accuracy_AFIB,0.8214280824832842,31
accuracy_L,0.7142852891158993,31
accuracy_AV,0.9107137436227717,31
accuracy_AR,0.8273804598925834,31
accuracy_PVC,0.6726186472508052,31
train_loss,0.5751920069503311,32
accuracy,0.7789114983918795,32
loss,0.8179662475983301,32
accuracy_N,0.7499995535716942,32
accuracy_R,0.7857138180274893,32
accuracy_AFIB,0.815475705073985,32
accuracy_L,0.702380534297301,32
accuracy_AV,0.9166661210320708,32
accuracy_AR,0.815475705073985,32
accuracy_PVC,0.666666269841506,32
train_loss,0.5762629373238818,33
accuracy,0.7874148990293454,33
loss,0.7974864741166433,33
accuracy_N,0.7797614406181901,33
accuracy_R,0.7857138180274893,33
accuracy_AFIB,0.8095233276646859,33
accuracy_L,0.7380947987530959,33
accuracy_AV,0.9047613662134725,33
accuracy_AR,0.8214280824832842,33
accuracy_PVC,0.6726186472508052,33
train_loss,0.5789124275198079,34
accuracy,0.7780611583281328,34
loss,0.8078672488530476,34
accuracy_N,0.7678566857995918,34
accuracy_R,0.7857138180274893,34
accuracy_AFIB,0.7976185728460876,34
accuracy_L,0.6726186472508052,34
accuracy_AV,0.92261849844137,34
accuracy_AR,0.8214280824832842,34
accuracy_PVC,0.6785710246601043,34
train_loss,0.5754421431534364,35
accuracy,0.779761838455626,35
loss,0.8016989131768544,35
accuracy_N,0.7499995535716942,35
accuracy_R,0.7857138180274893,35
accuracy_AFIB,0.8214280824832842,35
accuracy_L,0.7083329117066002,35
accuracy_AV,0.8988089888041733,35
accuracy_AR,0.815475705073985,35
accuracy_PVC,0.6785710246601043,35
train_loss,0.5743276236375959,36
accuracy,0.7806121785193726,36
loss,0.8122662405172983,36
accuracy_N,0.7797614406181901,36
accuracy_R,0.7916661954367884,36
accuracy_AFIB,0.7916661954367884,36
accuracy_L,0.7321424213437968,36
accuracy_AV,0.8928566113948742,36
accuracy_AR,0.8035709502553867,36
accuracy_PVC,0.6726186472508052,36
train_loss,0.5785106778292373,37
accuracy,0.7831631987106124,37
loss,0.8072917858759563,37
accuracy_N,0.7857138180274893,37
accuracy_R,0.7797614406181901,37
accuracy_AFIB,0.8095233276646859,37
accuracy_L,0.7083329117066002,37
accuracy_AV,0.9047613662134725,37
accuracy_AR,0.815475705073985,37
accuracy_PVC,0.6785710246601043,37
train_loss,0.5640311995060142,38
accuracy,0.7789114983918795,38
loss,0.8065448005994161,38
accuracy_N,0.7202376665251985,38
accuracy_R,0.7857138180274893,38
accuracy_AFIB,0.8214280824832842,38
accuracy_L,0.7083329117066002,38
accuracy_AV,0.9285708758506691,38
accuracy_AR,0.815475705073985,38
accuracy_PVC,0.6726186472508052,38
train_loss,0.5674324770375057,39
accuracy,0.7780611583281328,39
loss,0.8063448518514634,39
accuracy_N,0.7619043083902927,39
accuracy_R,0.773809063208891,39
accuracy_AFIB,0.8095233276646859,39
accuracy_L,0.6964281568880019,39
accuracy_AV,0.9047613662134725,39
accuracy_AR,0.8214280824832842,39
accuracy_PVC,0.6785710246601043,39
