tag,value,step
accuracy,0.14285713070942765,0
loss,147.88837941487628,0
accuracy_N,0.0,0
accuracy_R,0.0,0
accuracy_AFIB,0.999999404762259,0
accuracy_L,0.0,0
accuracy_AV,0.0,0
accuracy_AR,0.0,0
accuracy_PVC,0.0,0
train_loss,24.790836825229164,1
train_loss,20.949801463891955,2
train_loss,20.060863216324602,3
accuracy,0.19387753453422327,3
loss,65.51729488372803,3
accuracy_N,0.9940470273529599,3
accuracy_R,0.0,3
accuracy_AFIB,0.0,3
accuracy_L,0.31547600269285553,3
accuracy_AV,0.0,3
accuracy_AR,0.0,3
accuracy_PVC,0.04761901927439329,3
train_loss,18.399254482571422,4
train_loss,14.629304387781872,5
train_loss,11.723418634716834,6
accuracy,0.629251647172479,6
loss,35.18461767832437,6
accuracy_N,0.8273804598925834,6
accuracy_R,0.5833329861113178,6
accuracy_AFIB,0.8571423469390792,6
accuracy_L,0.6428567602043094,6
accuracy_AV,0.7499995535716942,6
accuracy_AR,0.47619019274393287,6
accuracy_PVC,0.26785698341846226,6
train_loss,10.33291925534163,7
train_loss,9.60464783234171,8
train_loss,9.211466556728476,9
accuracy,0.683673411252261,9
loss,34.44846804936727,9
accuracy_N,0.7916661954367884,9
accuracy_R,0.5952377409299161,9
accuracy_AFIB,0.8809518565762758,9
accuracy_L,0.6547615150229077,9
accuracy_AV,0.8690471017576775,9
accuracy_AR,0.5952377409299161,9
accuracy_PVC,0.3988092864230438,9
train_loss,8.82591102973069,10
train_loss,8.566872560151733,11
train_loss,8.201749028545793,12
accuracy,0.7176870138021247,12
loss,28.503968238830566,12
accuracy_N,0.7916661954367884,12
accuracy_R,0.5297615894276253,12
accuracy_AFIB,0.7857138180274893,12
accuracy_L,0.7619043083902927,12
accuracy_AV,0.8630947243483783,12
accuracy_AR,0.7559519309809934,12
accuracy_PVC,0.5357139668369245,12
train_loss,7.975530518163551,13
train_loss,7.6663297261341965,14
train_loss,7.616660395471172,15
accuracy,0.6471087885111575,15
loss,34.11096700032552,15
accuracy_N,0.7559519309809934,15
accuracy_R,0.6071424957485144,15
accuracy_AFIB,0.47619019274393287,15
accuracy_L,0.7559519309809934,15
accuracy_AV,0.7797614406181901,15
accuracy_AR,0.624999627976412,15
accuracy_PVC,0.5297615894276253,15
train_loss,7.334060893200411,16
train_loss,7.244859876609084,17
accuracy,0.4965985972280105,17
loss,56.29445743560791,17
accuracy_N,0.624999627976412,17
accuracy_R,0.3988092864230438,17
accuracy_AFIB,0.1666665674603765,17
accuracy_L,0.624999627976412,17
accuracy_AV,0.2440474737812656,17
accuracy_AR,0.8392852147111817,17
accuracy_PVC,0.5773806087020186,17
train_loss,6.320114294491193,18
train_loss,6.092581803255742,19
accuracy,0.7602040169894544,19
loss,26.729609648386635,19
accuracy_N,0.815475705073985,19
accuracy_R,0.666666269841506,19
accuracy_AFIB,0.92261849844137,19
accuracy_L,0.6845234020694035,19
accuracy_AV,0.8630947243483783,19
accuracy_AR,0.7797614406181901,19
accuracy_PVC,0.5892853635206169,19
train_loss,5.963292585741175,20
train_loss,5.774888381509497,21
accuracy,0.7329931349495634,21
loss,29.281724929809567,21
accuracy_N,0.7916661954367884,21
accuracy_R,0.6785710246601043,21
accuracy_AFIB,0.8095233276646859,21
accuracy_L,0.6488091376136086,21
accuracy_AV,0.85118996952978,21
accuracy_AR,0.8273804598925834,21
accuracy_PVC,0.5238092120183262,21
train_loss,5.826663429194156,22
train_loss,5.707337126873507,23
accuracy,0.742346875650776,23
loss,27.694233417510986,23
accuracy_N,0.8273804598925834,23
accuracy_R,0.6130948731578136,23
accuracy_AFIB,0.8809518565762758,23
accuracy_L,0.6845234020694035,23
accuracy_AV,0.8869042339855749,23
accuracy_AR,0.7678566857995918,23
accuracy_PVC,0.5357139668369245,23
train_loss,5.673021079290033,24
train_loss,5.526455369916294,25
accuracy,0.7431972157145225,25
loss,27.70053720474243,25
accuracy_N,0.8214280824832842,25
accuracy_R,0.6011901183392152,25
accuracy_AFIB,0.9047613662134725,25
accuracy_L,0.6309520053857111,25
accuracy_AV,0.8630947243483783,25
accuracy_AR,0.8333328373018826,25
accuracy_PVC,0.5476187216555228,25
train_loss,5.422743339349728,26
train_loss,5.349294910336489,27
accuracy,0.7474489160332555,27
loss,27.896942138671875,27
accuracy_N,0.8333328373018826,27
accuracy_R,0.6011901183392152,27
accuracy_AFIB,0.8869042339855749,27
accuracy_L,0.6428567602043094,27
accuracy_AV,0.8571423469390792,27
accuracy_AR,0.815475705073985,27
accuracy_PVC,0.5952377409299161,27
train_loss,5.240161460815091,28
train_loss,5.154339949093244,29
accuracy,0.7534012964794816,29
loss,27.598989009857178,29
accuracy_N,0.8095233276646859,29
accuracy_R,0.624999627976412,29
accuracy_AFIB,0.9047613662134725,29
accuracy_L,0.6428567602043094,29
accuracy_AV,0.8571423469390792,29
accuracy_AR,0.8452375921204809,29
accuracy_PVC,0.5892853635206169,29
