tag,value,step
accuracy_PVC,0.7142852891158993,19
train_loss,0.593896095189128,20
train_loss,0.5881031292794952,21
accuracy,0.7585033368619611,21
loss,0.8307716548442842,21
accuracy_N,0.6964281568880019,21
accuracy_R,0.7619043083902927,21
accuracy_AFIB,0.8214280824832842,21
accuracy_L,0.7797614406181901,21
accuracy_AV,0.773809063208891,21
accuracy_AR,0.7380947987530959,21
accuracy_PVC,0.7380947987530959,21
train_loss,0.571842627507625,22
train_loss,0.5683090245664709,23
accuracy,0.7755101381368931,23
loss,0.807856857776642,23
accuracy_N,0.7321424213437968,23
accuracy_R,0.8035709502553867,23
accuracy_AFIB,0.8095233276646859,23
accuracy_L,0.7202376665251985,23
accuracy_AV,0.8869042339855749,23
accuracy_AR,0.7678566857995918,23
accuracy_PVC,0.7083329117066002,23
train_loss,0.5594768909977211,24
train_loss,0.5696366823250703,25
accuracy,0.7780611583281328,25
loss,0.8022679487864177,25
accuracy_N,0.7202376665251985,25
accuracy_R,0.7976185728460876,25
accuracy_AFIB,0.8214280824832842,25
accuracy_L,0.7261900439344976,25
accuracy_AV,0.8749994791669766,25
accuracy_AR,0.7559519309809934,25
accuracy_PVC,0.7499995535716942,25
train_loss,0.55691672787808,26
train_loss,0.5656491646377169,27
accuracy,0.7942176195393181,27
loss,0.7938108593225479,27
accuracy_N,0.7321424213437968,27
accuracy_R,0.815475705073985,27
accuracy_AFIB,0.8214280824832842,27
accuracy_L,0.7321424213437968,27
accuracy_AV,0.9345232532599683,27
accuracy_AR,0.773809063208891,27
accuracy_PVC,0.7499995535716942,27
train_loss,0.5601586480394447,28
train_loss,0.5647459900615239,29
accuracy,0.784013538774359,29
loss,0.8123108794291813,29
accuracy_N,0.7440471761623951,29
accuracy_R,0.8214280824832842,29
accuracy_AFIB,0.815475705073985,29
accuracy_L,0.7083329117066002,29
accuracy_AV,0.9345232532599683,29
accuracy_AR,0.7619043083902927,29
accuracy_PVC,0.702380534297301,29
train_loss,0.5610788796502766,30
accuracy,0.7806121785193726,30
loss,0.8126704593499502,30
accuracy_N,0.6845234020694035,30
accuracy_R,0.815475705073985,30
accuracy_AFIB,0.8214280824832842,30
accuracy_L,0.7321424213437968,30
accuracy_AV,0.8809518565762758,30
accuracy_AR,0.8095233276646859,30
accuracy_PVC,0.7202376665251985,30
train_loss,0.5498305996603312,31
accuracy,0.7857142189018521,31
loss,0.8173223783572515,31
accuracy_N,0.7321424213437968,31
accuracy_R,0.8333328373018826,31
accuracy_AFIB,0.8214280824832842,31
accuracy_L,0.7202376665251985,31
accuracy_AV,0.92261849844137,31
accuracy_AR,0.7857138180274893,31
accuracy_PVC,0.6845234020694035,31
train_loss,0.5558037704022801,32
accuracy,0.784013538774359,32
loss,0.8313553631305695,32
accuracy_N,0.702380534297301,32
accuracy_R,0.8392852147111817,32
accuracy_AFIB,0.8273804598925834,32
accuracy_L,0.7142852891158993,32
accuracy_AV,0.9107137436227717,32
accuracy_AR,0.7797614406181901,32
accuracy_PVC,0.7142852891158993,32
train_loss,0.553999708873211,33
accuracy,0.7857142189018521,33
loss,0.8112578938404719,33
accuracy_N,0.7380947987530959,33
accuracy_R,0.8035709502553867,33
accuracy_AFIB,0.8214280824832842,33
accuracy_L,0.7202376665251985,33
accuracy_AV,0.9047613662134725,33
accuracy_AR,0.7916661954367884,33
accuracy_PVC,0.7202376665251985,33
train_loss,0.5503627258804765,34
accuracy,0.7831631987106124,34
loss,0.8186409622430801,34
accuracy_N,0.6845234020694035,34
accuracy_R,0.815475705073985,34
accuracy_AFIB,0.8214280824832842,34
accuracy_L,0.7261900439344976,34
accuracy_AV,0.9047613662134725,34
accuracy_AR,0.815475705073985,34
accuracy_PVC,0.7142852891158993,34
train_loss,0.5548105827062437,35
accuracy,0.7831631987106124,35
loss,0.8053720643122991,35
accuracy_N,0.7202376665251985,35
accuracy_R,0.8095233276646859,35
accuracy_AFIB,0.8273804598925834,35
accuracy_L,0.7202376665251985,35
accuracy_AV,0.9047613662134725,35
accuracy_AR,0.7857138180274893,35
accuracy_PVC,0.7142852891158993,35
train_loss,0.5538071664695687,36
accuracy,0.779761838455626,36
loss,0.8066279912988344,36
accuracy_N,0.6964281568880019,36
accuracy_R,0.7857138180274893,36
accuracy_AFIB,0.8273804598925834,36
accuracy_L,0.7202376665251985,36
accuracy_AV,0.9166661210320708,36
accuracy_AR,0.7916661954367884,36
accuracy_PVC,0.7202376665251985,36
