tag,value,step
accuracy,0.14285713070942765,0
loss,144.16972605387372,0
accuracy_N,0.0,0
accuracy_R,0.0,0
accuracy_AFIB,0.999999404762259,0
accuracy_L,0.0,0
accuracy_AV,0.0,0
accuracy_AR,0.0,0
accuracy_PVC,0.0,0
train_loss,26.07458731207517,1
train_loss,21.08339323383747,2
train_loss,20.31530042213968,3
accuracy,0.20663263549042216,3
loss,65.01335080464682,3
accuracy_N,0.9880946499436607,3
accuracy_R,0.0,3
accuracy_AFIB,0.0,3
accuracy_L,0.4583330605160354,3
accuracy_AV,0.0,3
accuracy_AR,0.0,3
accuracy_PVC,0.0,3
train_loss,19.57720607342106,4
train_loss,16.704347497165795,5
train_loss,13.608125818837983,6
accuracy,0.40731289053461817,6
loss,51.315113067626946,6
accuracy_N,0.8809518565762758,6
accuracy_R,0.0,6
accuracy_AFIB,0.6190472505671127,6
accuracy_L,0.24999985119056475,6
accuracy_AV,0.2142855867347698,6
accuracy_AR,0.4464283056974371,6
accuracy_PVC,0.4404759282881379,6
train_loss,12.143742339445808,7
train_loss,10.731220174543925,8
train_loss,9.956120495748994,9
accuracy,0.3001700425025474,9
loss,85.30929629007976,9
accuracy_N,0.20238083191617148,9
accuracy_R,0.42261879606024044,9
accuracy_AFIB,0.14880943523247903,9
accuracy_L,0.11904754818598322,9
accuracy_AV,0.1666665674603765,9
accuracy_AR,0.23214271896266728,9
accuracy_PVC,0.8095233276646859,9
train_loss,9.420689861373148,10
train_loss,8.813078800050336,11
train_loss,8.585543921678388,12
accuracy,0.5595237619452583,12
loss,46.16712220509847,12
accuracy_N,0.7976185728460876,12
accuracy_R,0.5238092120183262,12
accuracy_AFIB,0.6488091376136086,12
accuracy_L,0.4166664186509413,12
accuracy_AV,0.2619046060091631,12
accuracy_AR,0.702380534297301,12
accuracy_PVC,0.5654758538834203,12
train_loss,8.279621510222405,13
train_loss,7.92815875416935,14
train_loss,7.7799924494016315,15
accuracy,0.6743196705510485,15
loss,34.21256001790365,15
accuracy_N,0.517856834609027,15
accuracy_R,0.4880949475625312,15
accuracy_AFIB,0.8333328373018826,15
accuracy_L,0.6488091376136086,15
accuracy_AV,0.8809518565762758,15
