tag,value,step
accuracy,0.14285713070942765,0
loss,1.9465987781683605,0
accuracy_N,0.0,0
accuracy_R,0.0,0
accuracy_AFIB,0.0,0
accuracy_L,0.0,0
accuracy_AV,0.0,0
accuracy_AR,0.0,0
accuracy_PVC,0.999999404762259,0
train_loss,1.8573374228902382,1
train_loss,1.7102902808991984,2
train_loss,1.5151257408727519,3
accuracy,0.18537413389675733,3
loss,3.3356679876645408,3
accuracy_N,0.15476181264177818,3
accuracy_R,0.0,3
accuracy_AFIB,0.0,3
accuracy_L,0.958332762897165,3
accuracy_AV,0.0,3
accuracy_AR,0.029761887046495804,3
accuracy_PVC,0.15476181264177818,3
train_loss,1.2087859579242095,4
train_loss,1.040588099472594,5
train_loss,0.9555537786224099,6
accuracy,0.7040815727821792,6
loss,0.9668000241120658,6
accuracy_N,0.6607138924322069,6
accuracy_R,0.6309520053857111,6
accuracy_AFIB,0.6190472505671127,6
accuracy_L,0.6130948731578136,6
accuracy_AV,0.9464280080785666,6
accuracy_AR,0.85118996952978,6
accuracy_PVC,0.6071424957485144,6
train_loss,0.8771237465414673,7
train_loss,0.8345493897058,8
train_loss,0.80311521150098,9
accuracy,0.7057822529096723,9
loss,0.9695504655440648,9
accuracy_N,0.7142852891158993,9
accuracy_R,0.8333328373018826,9
accuracy_AFIB,0.7440471761623951,9
accuracy_L,0.5119044571997279,9
accuracy_AV,0.9345232532599683,9
accuracy_AR,0.6488091376136086,9
accuracy_PVC,0.5535710990648219,9
train_loss,0.777053818844332,10
train_loss,0.7376397750755347,11
train_loss,0.7197979765363263,12
accuracy,0.5680271625827242,12
loss,1.294283211231232,12
accuracy_N,0.4702378153346337,12
accuracy_R,0.815475705073985,12
accuracy_AFIB,0.22619034155336812,12
accuracy_L,0.4107140412416421,12
accuracy_AV,0.8333328373018826,12
accuracy_AR,0.7916661954367884,12
accuracy_PVC,0.4285711734695396,12
train_loss,0.7133287287289549,13
train_loss,0.6914949392033095,14
train_loss,0.6799677288768319,15
accuracy,0.6096938257063074,15
loss,1.175027032693227,15
accuracy_N,0.4166664186509413,15
accuracy_R,0.6845234020694035,15
accuracy_AFIB,0.6964281568880019,15
accuracy_L,0.3749997767858471,15
accuracy_AV,0.6785710246601043,15
accuracy_AR,0.8333328373018826,15
accuracy_PVC,0.5833329861113178,15
train_loss,0.6121728944011252,16
train_loss,0.5836936028877109,17
accuracy,0.7414965355870293,17
loss,0.8477848072846731,17
accuracy_N,0.6130948731578136,17
accuracy_R,0.7559519309809934,17
accuracy_AFIB,0.8095233276646859,17
accuracy_L,0.624999627976412,17
accuracy_AV,0.8690471017576775,17
accuracy_AR,0.7857138180274893,17
accuracy_PVC,0.7321424213437968,17
train_loss,0.5853553744825987,18
train_loss,0.5664797712965766,19
accuracy,0.7874148990293454,19
loss,0.7977483620246252,19
accuracy_N,0.7559519309809934,19
accuracy_R,0.773809063208891,19
accuracy_AFIB,0.8392852147111817,19
accuracy_L,0.6785710246601043,19
accuracy_AV,0.92261849844137,19
accuracy_AR,0.85118996952978,19
accuracy_PVC,0.6904757794787026,19
train_loss,0.5609294822310458,20
train_loss,0.561835042025783,21
accuracy,0.7593536769257078,21
loss,0.8664654095967611,21
accuracy_N,0.7559519309809934,21
accuracy_R,0.7976185728460876,21
accuracy_AFIB,0.6547615150229077,21
accuracy_L,0.702380534297301,21
accuracy_AV,0.8988089888041733,21
accuracy_AR,0.8095233276646859,21
accuracy_PVC,0.6964281568880019,21
train_loss,0.5545999594401613,22
train_loss,0.5463819393869677,23
accuracy,0.742346875650776,23
loss,0.9038266440232595,23
accuracy_N,0.7261900439344976,23
accuracy_R,0.7797614406181901,23
accuracy_AFIB,0.5714282312927195,23
accuracy_L,0.666666269841506,23
accuracy_AV,0.9345232532599683,23
accuracy_AR,0.85118996952978,23
accuracy_PVC,0.666666269841506,23
train_loss,0.5400035497133095,24
train_loss,0.5323394998760504,25
accuracy,0.7627550371806942,25
loss,0.8538816422224045,25
accuracy_N,0.7678566857995918,25
accuracy_R,0.666666269841506,25
accuracy_AFIB,0.815475705073985,25
accuracy_L,0.6607138924322069,25
accuracy_AV,0.8035709502553867,25
accuracy_AR,0.8571423469390792,25
accuracy_PVC,0.7678566857995918,25
train_loss,0.520113751144693,26
train_loss,0.5189100827763575,27
accuracy,0.7729591179456533,27
loss,0.8327918599049251,27
accuracy_N,0.7499995535716942,27
accuracy_R,0.7440471761623951,27
accuracy_AFIB,0.8214280824832842,27
accuracy_L,0.6607138924322069,27
accuracy_AV,0.9166661210320708,27
accuracy_AR,0.8273804598925834,27
accuracy_PVC,0.6904757794787026,27
train_loss,0.5136651568631136,28
train_loss,0.5079180683829995,29
accuracy,0.767006737499427,29
loss,0.8478654225667317,29
accuracy_N,0.7380947987530959,29
accuracy_R,0.7440471761623951,29
accuracy_AFIB,0.8095233276646859,29
accuracy_L,0.666666269841506,29
accuracy_AV,0.8928566113948742,29
accuracy_AR,0.8214280824832842,29
accuracy_PVC,0.6964281568880019,29
